movieId,movieIdx
900,498
904,499
905,500
906,501
907,502
908,503
909,504
910,505
912,506
914,507
917,508
919,509
921,510
922,511
923,512
926,513
927,514
928,515
929,516
930,517
932,518
933,519
935,520
937,521
938,522
939,523
941,524
942,525
943,526
944,527
945,528
946,529
949,530
950,531
952,532
956,533
957,534
960,535
961,536
963,537
964,538
965,539
966,540
967,541
969,542
970,543
971,544
972,545
973,546
978,547
980,548
981,549
982,550
986,551
987,552
989,553
992,554
997,555
998,556
999,557
1003,558
1004,559
1005,560
1006,561
1007,562
1008,563
1009,564
1010,565
1011,566
1012,567
1013,568
1014,569
1015,570
1016,571
1017,572
1019,573
1020,574
1021,575
1022,576
1023,577
1024,578
1025,579
1026,580
1027,581
1028,582
1029,583
1030,584
1031,585
1032,586
1033,587
1034,588
1035,589
1036,590
1037,591
1039,592
1041,593
1042,594
1043,595
1044,596
1046,597
1047,598
1053,599
1054,600
1055,601
1056,602
1057,603
1060,604
1061,605
1063,606
1064,607
1066,608
1067,609
1068,610
1069,611
1076,612
1077,613
1078,614
1079,615
1080,616
1081,617
1082,618
1083,619
1084,620
1085,621
1086,622
1087,623
1091,624
1093,625
1094,626
1095,627
1096,628
1097,629
1099,630
1100,631
1101,632
1104,633
1105,634
1111,635
1112,636
1113,637
1114,638
1115,639
1120,640
1123,641
1124,642
1126,643
1127,644
1128,645
1129,646
1130,647
1131,648
1132,649
1135,650
1136,651
1137,652
1145,653
1147,654
1148,655
1150,656
1151,657
1152,658
1153,659
1154,660
1161,661
1163,662
1167,663
1168,664
1169,665
1171,666
1172,667
1173,668
1174,669
1175,670
1176,671
1177,672
1178,673
1179,674
1180,675
1181,676
1183,677
1184,678
1185,679
1186,680
1187,681
1188,682
1189,683
1190,684
1191,685
1192,686
1193,687
1194,688
1196,689
1197,690
1198,691
1199,692
1200,693
1201,694
1202,695
1203,696
1204,697
1206,698
1207,699
1208,700
1209,701
1210,702
1211,703
1212,704
1213,705
1214,706
1215,707
1216,708
1217,709
1218,710
1219,711
1220,712
1221,713
1222,714
1223,715
1224,716
1225,717
1226,718
1227,719
1228,720
1230,721
1231,722
1232,723
1233,724
1234,725
1235,726
1236,727
1237,728
1238,729
1240,730
1241,731
1242,732
1243,733
1244,734
1252,735
1254,736
1256,737
1258,738
1259,739
1260,740
1261,741
1262,742
1263,743
1264,744
1265,745
1269,746
1270,747
1272,748
1273,749
1274,750
1275,751
1276,752
1277,753
1279,754
1281,755
1283,756
1284,757
1285,758
1286,759
1287,760
1288,761
1289,762
1290,763
1291,764
1292,765
1293,766
1294,767
1295,768
1296,769
1297,770
1298,771
1299,772
1300,773
1301,774
1302,775
1303,776
1304,777
1305,778
1306,779
1307,780
1310,781
1311,782
1312,783
1317,784
1320,785
1321,786
1322,787
1323,788
1324,789
1325,790
1326,791
1327,792
1328,793
1329,794
1330,795
1331,796
1332,797
1333,798
1334,799
1335,800
1336,801
1337,802
1339,803
1340,804
1341,805
1342,806
1343,807
1345,808
1346,809
1347,810
1348,811
1349,812
1350,813
1351,814
1352,815
1353,816
1354,817
1355,818
1356,819
1357,820
1361,821
1363,822
1366,823
1372,824
1373,825
1380,826
1384,827
1385,828
1388,829
1389,830
1390,831
1393,832
1395,833
1397,834
1399,835
1401,836
1405,837
1408,838
1409,839
1410,840
1411,841
1413,842
1415,843
1416,844
1418,845
1419,846
1420,847
1423,848
1425,849
1431,850
1432,851
1435,852
1437,853
1438,854
1441,855
1442,856
1443,857
1444,858
1445,859
1446,860
1447,861
1448,862
1449,863
1450,864
1453,865
1454,866
1455,867
1456,868
1457,869
1458,870
1459,871
1460,872
1461,873
1463,874
1464,875
1465,876
1466,877
1468,878
1472,879
1473,880
1474,881
1475,882
1476,883
1479,884
1480,885
1481,886
1482,887
1483,888
1484,889
1485,890
1488,891
1489,892
1490,893
1491,894
1492,895
1493,896
1500,897
1501,898
1502,899
1503,900
1504,901
1507,902
1508,903
1513,904
1515,905
1516,906
1517,907
1518,908
1525,909
1526,910
1527,911
1529,912
1531,913
1532,914
1539,915
1540,916
1541,917
1542,918
1543,919
1545,920
1546,921
1548,922
1549,923
1551,924
1552,925
1553,926
1554,927
1556,928
1559,929
1560,930
1561,931
1562,932
1564,933
1566,934
1568,935
1569,936
1570,937
1572,938
1573,939
1574,940
1575,941
1580,942
1582,943
1585,944
1586,945
1587,946
1589,947
1590,948
1592,949
1593,950
1595,951
1596,952
1601,953
1602,954
1603,955
1604,956
1605,957
1606,958
1607,959
1608,960
1609,961
1611,962
1612,963
1613,964
1614,965
1615,966
1616,967
1617,968
1620,969
1622,970
1625,971
1627,972
1629,973
1631,974
1632,975
1633,976
1634,977
1635,978
1637,979
1639,980
1640,981
1642,982
1643,983
1644,984
1645,985
1651,986
1652,987
1653,988
1655,989
1656,990
1657,991
1658,992
1659,993
1660,994
1663,995
1665,996
1668,997
1669,998
1670,999
1671,1000
1673,1001
1674,1002
1676,1003
1678,1004
1679,1005
1681,1006
1682,1007
1683,1008
1684,1009
1686,1010
1691,1011
1692,1012
1693,1013
1697,1014
1699,1015
1701,1016
1702,1017
1703,1018
1704,1019
1707,1020
1710,1021
1711,1022
1712,1023
1713,1024
1717,1025
1718,1026
1719,1027
1720,1028
1721,1029
1722,1030
1725,1031
1728,1032
1731,1033
1732,1034
1733,1035
1736,1036
1739,1037
1744,1038
1746,1039
1747,1040
1748,1041
1750,1042
1752,1043
1753,1044
1754,1045
1755,1046
1756,1047
1757,1048
1759,1049
1760,1050
1762,1051
1767,1052
1769,1053
1770,1054
1773,1055
1775,1056
1778,1057
1779,1058
1782,1059
1784,1060
1785,1061
1787,1062
1789,1063
1790,1064
1794,1065
1795,1066
1796,1067
1797,1068
1798,1069
1799,1070
1801,1071
1802,1072
1804,1073
1805,1074
1806,1075
1810,1076
1812,1077
1813,1078
1819,1079
1821,1080
1822,1081
1827,1082
1830,1083
1832,1084
1833,1085
1835,1086
1837,1087
1838,1088
1839,1089
1840,1090
1841,1091
1842,1092
1844,1093
1845,1094
1846,1095
1848,1096
1849,1097
1853,1098
1854,1099
1855,1100
1856,1101
1859,1102
1860,1103
1861,1104
1862,1105
1863,1106
1864,1107
1866,1108
1870,1109
1871,1110
1872,1111
1873,1112
1874,1113
1875,1114
1876,1115
1877,1116
1878,1117
1881,1118
1884,1119
1886,1120
1889,1121
1890,1122
1896,1123
1897,1124
1899,1125
1900,1126
1902,1127
1903,1128
1904,1129
1906,1130
1908,1131
1909,1132
1910,1133
1912,1134
1914,1135
1915,1136
1916,1137
1917,1138
1918,1139
1920,1140
1924,1141
1925,1142
1928,1143
1929,1144
1931,1145
1932,1146
1935,1147
1936,1148
1937,1149
1938,1150
1939,1151
1940,1152
1943,1153
1944,1154
1948,1155
1949,1156
1950,1157
1952,1158
1953,1159
1955,1160
1959,1161
1960,1162
1962,1163
1963,1164
1965,1165
1967,1166
1969,1167
1971,1168
1972,1169
1973,1170
1974,1171
1975,1172
1977,1173
1980,1174
1981,1175
1982,1176
1983,1177
1986,1178
1987,1179
1988,1180
1989,1181
1991,1182
1993,1183
1994,1184
1998,1185
2002,1186
2003,1187
2004,1188
2008,1189
2009,1190
2010,1191
2012,1192
2015,1193
2016,1194
2017,1195
2019,1196
2020,1197
2021,1198
2025,1199
2026,1200
2027,1201
2029,1202
2031,1203
2032,1204
2033,1205
2035,1206
2036,1207
2037,1208
2038,1209
2039,1210
2040,1211
2041,1212
2042,1213
2045,1214
2047,1215
2049,1216
2050,1217
2051,1218
2052,1219
2053,1220
2054,1221
2058,1222
2060,1223
2061,1224
2063,1225
2064,1226
2065,1227
2066,1228
2068,1229
2070,1230
2071,1231
2072,1232
2073,1233
2076,1234
2077,1235
2078,1236
2079,1237
2081,1238
2082,1239
2083,1240
2086,1241
2087,1242
2088,1243
2089,1244
2090,1245
2091,1246
2092,1247
2093,1248
2094,1249
2095,1250
2096,1251
2097,1252
2098,1253
2099,1254
2101,1255
2102,1256
2103,1257
2104,1258
2106,1259
2107,1260
2108,1261
2111,1262
2113,1263
2115,1264
2117,1265
2120,1266
2121,1267
2124,1268
2125,1269
2126,1270
2128,1271
2130,1272
2131,1273
2132,1274
2137,1275
2138,1276
2139,1277
2141,1278
2142,1279
2143,1280
2144,1281
2145,1282
2146,1283
2147,1284
2150,1285
2151,1286
2153,1287
2154,1288
2157,1289
2159,1290
2164,1291
2165,1292
2166,1293
2167,1294
2168,1295
2169,1296
2170,1297
2172,1298
2173,1299
2174,1300
2177,1301
2178,1302
2179,1303
2180,1304
2181,1305
2182,1306
2183,1307
2184,1308
2186,1309
2187,1310
2188,1311
2189,1312
2190,1313
2191,1314
2192,1315
2194,1316
2195,1317
2197,1318
2199,1319
2200,1320
2201,1321
2203,1322
2205,1323
2206,1324
2207,1325
2208,1326
2210,1327
2214,1328
2215,1329
2219,1330
2221,1331
2227,1332
2231,1333
2232,1334
2236,1335
2237,1336
2238,1337
2239,1338
2240,1339
2241,1340
2243,1341
2244,1342
2245,1343
2246,1344
2247,1345
2248,1346
2249,1347
2250,1348
2253,1349
2254,1350
2255,1351
2256,1352
2257,1353
2259,1354
2261,1355
2264,1356
2265,1357
2268,1358
2271,1359
2272,1360
2273,1361
2276,1362
2278,1363
2279,1364
2282,1365
2283,1366
2285,1367
2286,1368
2287,1369
2288,1370
2290,1371
2291,1372
2292,1373
2293,1374
2294,1375
2296,1376
2300,1377
2301,1378
2302,1379
2303,1380
2304,1381
2305,1382
2306,1383
2310,1384
2311,1385
2312,1386
2313,1387
2314,1388
2315,1389
2316,1390
2318,1391
2319,1392
2320,1393
2322,1394
2324,1395
2325,1396
2327,1397
2328,1398
2329,1399
2331,1400
2333,1401
2334,1402
2335,1403
2336,1404
2337,1405
2338,1406
2339,1407
2340,1408
2342,1409
2344,1410
2345,1411
2346,1412
2347,1413
2348,1414
2349,1415
2350,1416
2351,1417
2352,1418
2353,1419
2354,1420
2356,1421
2361,1422
2362,1423
2363,1424
2364,1425
2365,1426
2366,1427
2368,1428
2369,1429
2370,1430
2371,1431
2372,1432
2373,1433
2374,1434
2375,1435
2376,1436
2377,1437
2378,1438
2379,1439
2380,1440
2381,1441
2382,1442
2384,1443
2385,1444
2386,1445
2387,1446
2388,1447
2390,1448
2391,1449
2392,1450
2393,1451
2394,1452
2395,1453
2396,1454
2397,1455
2399,1456
2400,1457
2401,1458
2402,1459
2403,1460
2404,1461
2405,1462
2406,1463
2407,1464
2408,1465
2409,1466
2410,1467
2411,1468
2412,1469
2413,1470
2414,1471
2415,1472
2416,1473
2417,1474
2418,1475
2419,1476
2420,1477
2421,1478
2422,1479
2423,1480
2424,1481
2425,1482
2427,1483
2429,1484
2431,1485
2432,1486
2433,1487
2434,1488
2435,1489
2436,1490
2437,1491
2438,1492
2439,1493
2440,1494
2441,1495
2442,1496
2443,1497
2444,1498
2445,1499
2446,1500
2447,1501
2448,1502
2449,1503
2450,1504
2451,1505
2453,1506
2455,1507
2456,1508
2458,1509
2459,1510
2460,1511
2461,1512
2462,1513
2463,1514
2464,1515
2465,1516
2467,1517
2468,1518
2471,1519
2472,1520
2473,1521
2474,1522
2475,1523
2476,1524
2478,1525
2479,1526
2481,1527
2482,1528
2483,1529
2485,1530
2488,1531
2490,1532
2491,1533
2492,1534
2494,1535
2495,1536
2496,1537
2497,1538
2498,1539
2499,1540
2500,1541
2502,1542
2504,1543
2505,1544
2506,1545
2507,1546
2511,1547
2513,1548
2514,1549
2515,1550
2516,1551
2518,1552
2519,1553
2520,1554
2521,1555
2522,1556
2523,1557
2524,1558
2525,1559
2526,1560
2527,1561
2528,1562
2529,1563
2530,1564
2531,1565
2532,1566
2533,1567
2534,1568
2535,1569
2536,1570
2537,1571
2540,1572
2541,1573
2542,1574
2545,1575
2548,1576
2549,1577
2550,1578
2551,1579
2552,1580
2554,1581
2555,1582
2557,1583
2558,1584
2559,1585
2560,1586
2562,1587
2563,1588
2566,1589
2567,1590
2568,1591
2569,1592
2570,1593
2571,1594
2572,1595
2573,1596
2574,1597
2575,1598
2576,1599
2579,1600
2580,1601
2581,1602
2582,1603
2583,1604
2585,1605
2586,1606
2587,1607
2588,1608
2589,1609
2590,1610
2593,1611
2594,1612
2596,1613
2597,1614
2598,1615
2599,1616
2600,1617
2606,1618
2607,1619
2610,1620
2611,1621
2612,1622
2615,1623
2618,1624
2619,1625
2621,1626
2622,1627
2624,1628
2626,1629
2627,1630
2628,1631
2629,1632
2630,1633
2631,1634
2635,1635
2636,1636
2637,1637
2638,1638
2639,1639
2640,1640
2641,1641
2643,1642
2647,1643
2648,1644
2650,1645
2651,1646
2652,1647
2653,1648
2654,1649
2656,1650
2657,1651
2659,1652
2660,1653
2661,1654
2664,1655
2670,1656
2672,1657
2673,1658
2674,1659
2676,1660
2677,1661
2678,1662
2681,1663
2682,1664
2683,1665
2686,1666
2687,1667
2688,1668
2689,1669
2690,1670
2691,1671
2692,1672
2693,1673
2694,1674
2696,1675
2697,1676
2699,1677
2700,1678
2701,1679
2702,1680
2704,1681
2706,1682
2707,1683
2708,1684
2709,1685
2710,1686
2712,1687
2713,1688
2714,1689
2715,1690
2716,1691
2717,1692
2718,1693
2720,1694
2722,1695
2723,1696
2724,1697
2725,1698
2726,1699
2727,1700
2728,1701
2730,1702
2732,1703
2733,1704
2734,1705
2735,1706
2736,1707
2738,1708
2739,1709
2741,1710
2745,1711
2746,1712
2747,1713
2748,1714
2751,1715
2753,1716
2754,1717
2756,1718
2757,1719
2758,1720
2759,1721
2761,1722
2762,1723
2763,1724
2764,1725
2766,1726
2769,1727
2772,1728
2774,1729
2775,1730
2776,1731
2777,1732
2778,1733
2780,1734
2781,1735
2782,1736
2783,1737
2784,1738
2789,1739
2790,1740
2791,1741
2792,1742
2793,1743
2794,1744
2795,1745
2796,1746
2797,1747
2798,1748
2799,1749
2801,1750
2802,1751
2803,1752
2804,1753
2805,1754
2806,1755
2807,1756
2808,1757
2809,1758
2810,1759
2812,1760
2815,1761
2816,1762
2817,1763
2819,1764
2820,1765
2822,1766
2824,1767
2826,1768
2827,1769
2828,1770
2829,1771
2830,1772
2835,1773
2836,1774
2837,1775
2839,1776
2840,1777
2841,1778
2843,1779
2844,1780
2845,1781
2846,1782
2847,1783
2849,1784
2850,1785
2852,1786
2853,1787
2855,1788
2856,1789
2857,1790
2858,1791
2859,1792
2860,1793
2861,1794
2862,1795
2863,1796
2864,1797
2866,1798
2867,1799
2868,1800
2869,1801
2870,1802
2871,1803
2872,1804
2874,1805
2875,1806
2876,1807
2877,1808
2878,1809
2879,1810
2880,1811
2881,1812
2882,1813
2883,1814
2884,1815
2885,1816
2886,1817
2887,1818
2888,1819
2889,1820
2890,1821
2892,1822
2893,1823
2895,1824
2899,1825
2901,1826
2902,1827
2903,1828
2904,1829
2905,1830
2906,1831
2907,1832
2908,1833
2909,1834
2911,1835
2912,1836
2913,1837
2915,1838
2916,1839
2917,1840
2918,1841
2919,1842
2920,1843
2921,1844
2922,1845
2923,1846
2924,1847
2925,1848
2926,1849
2927,1850
2929,1851
2930,1852
2932,1853
2935,1854
2936,1855
2937,1856
2938,1857
2939,1858
2940,1859
2941,1860
2942,1861
2943,1862
2944,1863
2945,1864
2946,1865
2947,1866
2948,1867
2949,1868
2950,1869
2951,1870
2952,1871
2953,1872
2956,1873
2961,1874
2962,1875
2963,1876
2964,1877
2966,1878
2967,1879
2968,1880
2969,1881
2970,1882
2971,1883
2973,1884
2974,1885
2976,1886
2979,1887
2982,1888
2983,1889
2984,1890
2985,1891
2986,1892
2987,1893
2988,1894
2989,1895
2991,1896
2992,1897
2993,1898
2994,1899
2996,1900
2997,1901
2998,1902
3000,1903
3002,1904
3003,1905
3004,1906
3005,1907
3006,1908
3007,1909
3008,1910
3010,1911
3011,1912
3012,1913
3013,1914
3014,1915
3015,1916
3016,1917
3017,1918
3018,1919
3019,1920
3020,1921
3021,1922
3023,1923
3024,1924
3025,1925
3026,1926
3028,1927
3029,1928
3030,1929
3031,1930
3032,1931
3033,1932
3034,1933
3035,1934
3036,1935
3037,1936
3038,1937
3039,1938
3040,1939
3041,1940
3042,1941
3043,1942
3044,1943
3045,1944
3046,1945
3047,1946
3048,1947
3049,1948
3050,1949
3051,1950
3052,1951
3054,1952
3055,1953
3057,1954
3059,1955
3060,1956
3061,1957
3064,1958
3065,1959
3066,1960
3067,1961
3068,1962
3069,1963
3070,1964
3071,1965
3072,1966
3075,1967
3077,1968
3078,1969
3079,1970
3081,1971
3083,1972
3085,1973
3088,1974
3090,1975
3091,1976
3092,1977
3094,1978
3095,1979
3097,1980
3098,1981
3099,1982
3100,1983
3101,1984
3102,1985
3104,1986
3105,1987
3106,1988
3108,1989
3111,1990
3113,1991
3115,1992
3117,1993
3118,1994
3120,1995
3122,1996
3124,1997
3125,1998
3127,1999
3128,2000
3129,2001
3130,2002
3135,2003
3136,2004
3138,2005
3140,2006
3141,2007
3142,2008
3143,2009
3144,2010
3145,2011
3146,2012
3147,2013
3148,2014
3149,2015
3150,2016
3152,2017
3153,2018
3155,2019
3156,2020
3157,2021
3158,2022
3159,2023
3160,2024
3161,2025
3162,2026
3163,2027
3164,2028
3165,2029
3166,2030
3167,2031
3168,2032
3169,2033
3170,2034
3173,2035
3174,2036
3178,2037
3179,2038
3180,2039
3181,2040
3182,2041
3183,2042
3185,2043
3186,2044
3188,2045
3189,2046
3190,2047
3192,2048
3194,2049
3196,2050
3197,2051
3198,2052
3199,2053
3200,2054
3201,2055
3202,2056
3203,2057
3204,2058
3205,2059
3206,2060
3207,2061
3208,2062
3210,2063
3211,2064
3213,2065
3214,2066
3216,2067
3217,2068
3218,2069
3219,2070
3221,2071
3223,2072
3224,2073
3225,2074
3232,2075
3235,2076
3238,2077
3239,2078
3240,2079
3241,2080
3243,2081
3244,2082
3245,2083
3246,2084
3247,2085
3248,2086
3249,2087
3250,2088
3251,2089
3252,2090
3253,2091
3254,2092
3255,2093
3256,2094
3257,2095
3258,2096
3259,2097
3260,2098
3261,2099
3262,2100
3263,2101
3264,2102
3265,2103
3266,2104
3267,2105
3268,2106
3269,2107
3270,2108
3271,2109
3272,2110
3273,2111
3274,2112
3275,2113
3276,2114
3281,2115
3282,2116
3284,2117
3285,2118
3286,2119
3287,2120
3289,2121
3292,2122
3294,2123
3296,2124
3298,2125
3299,2126
3300,2127
3301,2128
3302,2129
3303,2130
3304,2131
3306,2132
3307,2133
3308,2134
3309,2135
3310,2136
3313,2137
3314,2138
3316,2139
3317,2140
3318,2141
3320,2142
3324,2143
3325,2144
3326,2145
3327,2146
3328,2147
3329,2148
3330,2149
3331,2150
3334,2151
3338,2152
3339,2153
3340,2154
3341,2155
3342,2156
3343,2157
3344,2158
3347,2159
3349,2160
3350,2161
3351,2162
3354,2163
3355,2164
3357,2165
3358,2166
3359,2167
3360,2168
3361,2169
3362,2170
3363,2171
3364,2172
3365,2173
3368,2174
3370,2175
3371,2176
3377,2177
3379,2178
3380,2179
3384,2180
3385,2181
3386,2182
3387,2183
3388,2184
3390,2185
3391,2186
3392,2187
3393,2188
3394,2189
3395,2190
3396,2191
3397,2192
3398,2193
3399,2194
3400,2195
3401,2196
3402,2197
3405,2198
3406,2199
3408,2200
3409,2201
3412,2202
3414,2203
3415,2204
3417,2205
3418,2206
3420,2207
3421,2208
3422,2209
3423,2210
3424,2211
3425,2212
3426,2213
3427,2214
3428,2215
3429,2216
3430,2217
3431,2218
3432,2219
3434,2220
3435,2221
3436,2222
3437,2223
3438,2224
3439,2225
3440,2226
3441,2227
3442,2228
3444,2229
3445,2230
3446,2231
3447,2232
3448,2233
3449,2234
3450,2235
3451,2236
3452,2237
3453,2238
3454,2239
3456,2240
3457,2241
3459,2242
3460,2243
3461,2244
3462,2245
3463,2246
3465,2247
3466,2248
3467,2249
3468,2250
3470,2251
3471,2252
3472,2253
3474,2254
3475,2255
3476,2256
3477,2257
3478,2258
3479,2259
3480,2260
3481,2261
3482,2262
3483,2263
3484,2264
3485,2265
3486,2266
3487,2267
3490,2268
3491,2269
3492,2270
3494,2271
3495,2272
3496,2273
3497,2274
3498,2275
3499,2276
3500,2277
3501,2278
3502,2279
3503,2280
3504,2281
3505,2282
3506,2283
3507,2284
3508,2285
3509,2286
3510,2287
3511,2288
3512,2289
3516,2290
3518,2291
3519,2292
3520,2293
3521,2294
3522,2295
3524,2296
3526,2297
3527,2298
3528,2299
3529,2300
3531,2301
3534,2302
3535,2303
3538,2304
3539,2305
3540,2306
3541,2307
3542,2308
3543,2309
3544,2310
3545,2311
3546,2312
3548,2313
3550,2314
3551,2315
3552,2316
3553,2317
3554,2318
3555,2319
3556,2320
3557,2321
3559,2322
3560,2323
3564,2324
3565,2325
3566,2326
3567,2327
3568,2328
3569,2329
3571,2330
3572,2331
3573,2332
3574,2333
3575,2334
3576,2335
3577,2336
3578,2337
3579,2338
3581,2339
3582,2340
3584,2341
3587,2342
3588,2343
3589,2344
3590,2345
3591,2346
3592,2347
3593,2348
3595,2349
3596,2350
3598,2351
3599,2352
3602,2353
3605,2354
3606,2355
3608,2356
3609,2357
3611,2358
3612,2359
3613,2360
3614,2361
3615,2362
3616,2363
3617,2364
3618,2365
3619,2366
3620,2367
3621,2368
3622,2369
3623,2370
3624,2371
3626,2372
3627,2373
3628,2374
3629,2375
3632,2376
3633,2377
3634,2378
3637,2379
3638,2380
3639,2381
3643,2382
3646,2383
3649,2384
3653,2385
3654,2386
3655,2387
3656,2388
3657,2389
3658,2390
3659,2391
3660,2392
3661,2393
3662,2394
3663,2395
3664,2396
3665,2397
3668,2398
3669,2399
3671,2400
3672,2401
3673,2402
3674,2403
3675,2404
3676,2405
3677,2406
3678,2407
3679,2408
3680,2409
3684,2410
3685,2411
3686,2412
3687,2413
3688,2414
3689,2415
3690,2416
3691,2417
3692,2418
3693,2419
3694,2420
3695,2421
3696,2422
3697,2423
3698,2424
3699,2425
3700,2426
3701,2427
3702,2428
3703,2429
3704,2430
3705,2431
3706,2432
3707,2433
3708,2434
3709,2435
3710,2436
3712,2437
3713,2438
3714,2439
3715,2440
3717,2441
3718,2442
3719,2443
3720,2444
3721,2445
3724,2446
3725,2447
3726,2448
3727,2449
3728,2450
3729,2451
3730,2452
3731,2453
3732,2454
3733,2455
3734,2456
3735,2457
3736,2458
3737,2459
3738,2460
3739,2461
3740,2462
3741,2463
3742,2464
3743,2465
3745,2466
3746,2467
3747,2468
3751,2469
3752,2470
3753,2471
3754,2472
3755,2473
3757,2474
3758,2475
3759,2476
3760,2477
3761,2478
3764,2479
3765,2480
3768,2481
3769,2482
3770,2483
3771,2484
3773,2485
3774,2486
3775,2487
3783,2488
3785,2489
3786,2490
3787,2491
3788,2492
3789,2493
3790,2494
3791,2495
3792,2496
3793,2497
3794,2498
3795,2499
3798,2500
3799,2501
3800,2502
3801,2503
3802,2504
3804,2505
3805,2506
3806,2507
3807,2508
3809,2509
3810,2510
3811,2511
3812,2512
3813,2513
3814,2514
3816,2515
3819,2516
3820,2517
3821,2518
3822,2519
3824,2520
3825,2521
3826,2522
3827,2523
3829,2524
3831,2525
3832,2526
3833,2527
3834,2528
3835,2529
3836,2530
3837,2531
3838,2532
3839,2533
3840,2534
3841,2535
3843,2536
3844,2537
3845,2538
3846,2539
3847,2540
3848,2541
3849,2542
3851,2543
3852,2544
3854,2545
3855,2546
3857,2547
3858,2548
3859,2549
3860,2550
3861,2551
3863,2552
3864,2553
3868,2554
3869,2555
3870,2556
3871,2557
3872,2558
3873,2559
3875,2560
3877,2561
3879,2562
3880,2563
3882,2564
3883,2565
3885,2566
3886,2567
3889,2568
3890,2569
3891,2570
3892,2571
3893,2572
3895,2573
3896,2574
3897,2575
3900,2576
3901,2577
3903,2578
3905,2579
3906,2580
3908,2581
3909,2582
3910,2583
3911,2584
3913,2585
3914,2586
3915,2587
3916,2588
